D01P1,10.88
D01P2,1984.353
D02P1,1066.491
D02P2,837.451
D03P1,2.017
D03P2,9.31
D04P1,1385.782
D04P2,1496.7025
D05P1,199.93
D05P2,218.46
D06P1,2012.163
D06P2,2483.434
D07P1,17896.708
D07P2,3068.575
